CID,BDATE,GEN
AW00025403,1974-11-10,Female
AW00025404,1973-11-20,Male
AW00025405,1973-10-15,Male
AW00025406,1974-03-22,Female
AW00025407,1974-05-07,Male
AW00025408,1973-12-11,Female
AW00025409,1979-06-16,Male
AW00025410,1979-10-14,Female
AW00025411,1972-08-24,Female
AW00025412,1975-09-09,Male
AW00025413,1975-12-05,Female
AW00025414,1976-05-10,Female
AW00025415,1975-08-25,Male
AW00025416,1924-12-03,Male
AW00025417,1972-11-23,Female
AW00025418,1973-04-13,Female
AW00025419,1973-03-08,Male
AW00025420,1984-06-21,Female
AW00025421,1973-03-15,Male
AW00025422,1977-02-15,Male
AW00025423,1977-02-03,Male
AW00025424,1972-01-31,Male
AW00025425,1977-10-06,Male
AW00025426,1971-09-19,Male
AW00025427,1983-05-19,Male
AW00025428,1975-01-12,Female
AW00025429,1980-03-30,Female
AW00025430,1980-07-03,Female
AW00025431,1971-01-12,Female
AW00025432,1971-02-08,Female
AW00025433,1971-05-05,Male
AW00025434,1970-10-06,Male
AW00025435,1970-09-22,Female
AW00025436,1971-01-01,Female
AW00025437,1971-05-17,Male
AW00025438,1982-04-20,Female
AW00025439,1971-01-14,Female
AW00025440,1970-10-06,Male
AW00025441,2055-01-23,Female
AW00025442,1973-11-01,Male
AW00025443,1973-12-19,Female
AW00025444,1973-09-15,Female
AW00025445,1974-05-16,Female
AW00025446,1974-04-09,Female
AW00025447,1973-08-14,Male
AW00025448,1979-08-03,Male
AW00025449,1978-06-11,Male
AW00025450,1973-05-11,Male
AW00025451,1973-02-24,Male
AW00025452,1978-10-01,Female
AW00025453,1978-02-22,Male
AW00025454,1972-09-29,Male
AW00025455,1983-01-10,Male
AW00025456,1971-07-22,Male
AW00025457,1971-11-30,Male
AW00025458,1971-08-08,Male
AW00025459,1983-03-23,Male
AW00025460,1972-01-21,Female
AW00025461,1978-10-05,Male
AW00025462,1972-11-14,Male
AW00025463,1971-08-25,Male
AW00025464,1971-08-31,Male
AW00025465,1971-08-08,Female
AW00025466,1971-05-16,Female
AW00025467,1976-08-06,Male
AW00025468,1970-08-13,Female
AW00025469,1970-12-15,Female
AW00025470,1981-09-10,Male
AW00025471,1970-11-18,Male
AW00025472,1976-08-18,Male
AW00025473,1971-02-09,Female
AW00025474,1970-06-09,Male
AW00025475,1969-08-05,Female
AW00025476,1969-08-31,Female
AW00025477,1939-01-31,Female
AW00025478,1971-08-15,Female
AW00025479,1972-01-23,Male
AW00025480,1971-12-09,Male
AW00025481,1983-02-20,Male
AW00025482,1967-09-17,Male
AW00025483,1945-01-30,Male
AW00025484,1976-06-10,Female
AW00025485,1976-04-08,Male
AW00025486,1976-09-16,Male
AW00025487,1971-01-19,Female
AW00025488,1971-05-18,Female
AW00025489,1971-05-03,Male
AW00025490,1970-05-10,Male
AW00025491,1969-07-04,Female
AW00025492,1975-05-24,Female
AW00025493,1970-03-19,Male
AW00025494,1968-11-30,Male
AW00025495,1974-10-06,Female
AW00025496,1968-09-13,Female
AW00025497,1969-05-30,Male
AW00025498,1968-12-10,Male
AW00025499,1985-04-16,Female
AW00025500,1984-12-12,Female
AW00025501,1974-03-18,Male
AW00025502,1968-06-30,Female
AW00025503,1967-08-19,Male
AW00025504,1984-04-10,Male
AW00025505,1984-05-19,Male
AW00025506,1983-09-21,Female
AW00025507,1983-05-27,Female
AW00025508,1982-12-01,Female
AW00025509,1983-02-20,Male
AW00025510,1983-04-27,Male
AW00025511,1983-03-08,Female
AW00025512,1982-02-21,Male
AW00025513,1982-03-08,Female
AW00025514,1982-01-09,Male
AW00025515,1982-06-04,Female
AW00025516,1981-02-22,Female
AW00025517,1981-12-15,Female
AW00025518,1982-04-04,Male
AW00025519,1982-06-22,Female
AW00025520,1982-05-11,Female
AW00025521,1982-01-22,Male
AW00025522,1982-03-13,Female
AW00025523,1981-03-21,Male
AW00025524,1980-06-01,Male
AW00025525,1981-04-17,Female
AW00025526,1981-05-06,Male
AW00025527,1918-11-08,Male
AW00025528,1980-02-02,Female
AW00025529,1967-09-19,Male
AW00025530,1967-11-01,Male
AW00025531,1979-05-03,Female
AW00025532,1967-09-30,Male
AW00025533,1966-12-30,Female
AW00025534,1941-03-17,Male
AW00025535,1942-01-18,Female
AW00025536,1942-04-25,Female
AW00025537,1941-08-06,Male
AW00025538,1968-01-03,Male
AW00025539,1968-01-18,Male
AW00025540,1973-07-04,Male
AW00025541,1969-09-18,Male
AW00025542,1963-07-12,Male
AW00025543,1967-09-20,Male
AW00025544,1973-06-20,Male
AW00025545,1960-12-17,Female
AW00025546,1959-07-22,Female
AW00025547,1944-11-10,Female
AW00025548,1945-11-20,Female
AW00025549,1947-04-26,Female
AW00025550,1947-01-31,Female
AW00025551,1946-12-23,Male
AW00025552,1946-10-05,Female
AW00025553,1946-08-22,Male
AW00025554,1949-04-20,Male
AW00025555,1985-08-12,Female
AW00025556,1986-03-26,Female
AW00025557,1986-01-30,Male
AW00025558,1985-09-12,Male
AW00025559,1986-03-10,Male
AW00025560,1983-11-22,Female
AW00025561,1982-08-23,Male
AW00025562,1985-04-07,Female
AW00025563,1983-10-26,Female
AW00025564,1983-03-20,Male
AW00025565,1983-06-06,Male
AW00025566,1983-03-26,Female
AW00025567,1983-01-09,Male
AW00025568,1983-03-21,Female
AW00025569,1954-07-14,Male
AW00025570,1948-11-13,Female
AW00025571,1948-12-06,Male
AW00025572,1949-03-02,Male
AW00025573,1948-10-06,Female
AW00025574,1967-03-12,Male
AW00025575,1967-02-24,Male
AW00025576,1966-09-09,Female
AW00025577,1972-07-14,Male
AW00025578,1966-11-18,Female
AW00025579,1965-08-08,Male
AW00025580,1966-04-20,Female
AW00025581,1966-01-24,Female
AW00025582,1965-12-17,Male
AW00025583,1964-09-03,Female
AW00025584,1964-10-14,Female
AW00025585,1964-10-07,Male
AW00025586,1964-02-20,Female
AW00025587,1965-10-18,Male
AW00025588,1965-01-31,Male
AW00025589,1970-02-23,Female
AW00025590,1976-03-23,Female
AW00025591,1975-10-20,Male
AW00025592,1986-03-14,Female
AW00025593,1985-08-13,Male
AW00025594,1975-12-31,Female
AW00025595,1976-01-31,Male
AW00025596,1976-04-22,Female
AW00025597,1975-11-03,Male
AW00025598,1976-01-14,Female
AW00025599,1980-06-04,Male
AW00025600,1974-08-22,Male
AW00025601,1975-04-19,Female
AW00025602,1974-07-05,Male
AW00025603,1980-03-20,Female
AW00025604,1974-09-24,Male
AW00025605,1957-10-20,Female
AW00025606,1958-05-09,Female
AW00025607,1969-05-22,Female
AW00025608,1958-01-31,Female
AW00025609,1957-05-02,Female
AW00025610,1979-04-20,Female
AW00025611,1979-11-07,Female
AW00025612,1974-03-21,Male
AW00025613,1974-06-18,Male
AW00025614,1973-11-13,Female
AW00025615,1973-10-26,Female
AW00025616,1973-08-26,Male
AW00025617,1979-02-09,Male
AW00025618,1973-12-22,Male
AW00025619,1984-09-16,Male
AW00025620,1973-10-25,Male
AW00025621,1973-07-13,Male
AW00025622,1979-01-06,Female
AW00025623,1979-03-02,Female
AW00025624,1974-04-09,Female
AW00025625,1970-01-15,Female
AW00025626,1975-05-18,Female
AW00025627,1969-09-21,Male
AW00025628,1975-05-24,Female
AW00025629,1974-10-03,Male
AW00025630,1969-04-12,Female
AW00025631,1974-08-04,Female
AW00025632,1938-04-16,Male
AW00025633,1939-02-08,Female
AW00025634,1977-11-21,Female
AW00025635,1971-10-07,Male
AW00025636,1977-03-22,Male
AW00025637,1977-04-20,Female
AW00025638,1970-09-08,Male
AW00025639,1971-01-30,Male
AW00025640,1982-05-21,Female
AW00025641,1970-08-26,Female
AW00025642,1970-09-09,Male
AW00025643,1981-02-12,Male
AW00025644,1975-07-05,Male
AW00025645,1981-02-16,Male
AW00025646,1981-04-12,Male
AW00025647,1975-02-05,Female
AW00025648,1979-12-13,Female
AW00025649,1969-05-23,Female
AW00025650,1974-05-02,Female
AW00025651,1968-12-13,Male
AW00025652,1983-12-25,Female
AW00025653,1983-03-20,Male
AW00025654,1984-09-30,Female
AW00025655,1974-02-11,Female
AW00025656,1968-05-08,Female
AW00025657,1967-10-12,Female
AW00025658,1967-11-01,Male
AW00025659,1967-08-05,Male
AW00025660,1967-09-24,Male
AW00025661,1968-01-09,Male
AW00025662,1983-11-06,Male
AW00025663,1984-01-20,Male
AW00025664,1984-01-19,Male
AW00025665,1983-04-04,Female
AW00025666,1983-05-05,Male
AW00025667,1983-04-27,Female
AW00025668,1983-03-25,Female
AW00025669,1983-05-27,Female
AW00025670,1982-01-06,Female
AW00025671,1982-05-06,Male
AW00025672,1980-10-10,Female
AW00025673,1981-10-08,Male
AW00025674,1982-01-23,Male
AW00025675,1981-12-09,Male
AW00025676,1982-02-10,Female
AW00025677,1979-08-25,Female
AW00025678,1980-05-02,Female
AW00025679,1980-12-18,Female
AW00025680,1981-03-25,Male
AW00025681,1980-08-29,Female
AW00025682,1984-11-22,Female
AW00025683,1976-02-22,Female
AW00025684,1967-08-31,Male
AW00025685,1968-06-18,Female
AW00025686,1984-05-01,Female
AW00025687,1967-03-13,Female
AW00025688,1967-01-22,Male
AW00025689,1967-11-20,Female
AW00025690,1972-06-09,Male
AW00025691,1967-01-22,Male
AW00025692,1940-12-14,Male
AW00025693,1968-02-19,Female
AW00025694,1978-10-17,Female
AW00025695,1963-10-14,Female
AW00025696,1963-02-19,Male
AW00025697,1961-10-09,Male
AW00025698,1962-01-25,Female
AW00025699,1962-03-21,Male
AW00025700,1960-02-15,Female
AW00025701,1945-12-02,Male
AW00025702,1947-10-12,Female
AW00025703,1948-01-18,Female
AW00025704,1985-08-04,Male
AW00025705,1984-12-23,Male
AW00025706,1983-12-12,Male
AW00025707,1984-05-22,Male
AW00025708,1984-01-06,Female
AW00025709,1984-07-08,Female
AW00025710,1985-05-20,Female
AW00025711,1985-03-22,Male
AW00025712,1985-02-12,Male
AW00025713,1984-09-15,Female
AW00025714,1984-03-02,Male
AW00025715,1984-01-18,Female
AW00025716,1984-05-24,Male
AW00025717,1983-09-15,Male
AW00025718,1983-02-21,Male
AW00025719,1954-02-07,Female
AW00025720,1948-10-01,Male
AW00025721,1949-04-18,Female
AW00025722,1967-01-16,Male
AW00025723,1967-05-13,Female
AW00025724,1967-02-23,Female
AW00025725,1972-02-01,Male
AW00025726,1967-05-05,Male
AW00025727,1967-05-21,Female
AW00025728,1966-09-05,Male
AW00025729,1965-07-11,Female
AW00025730,1965-07-12,Female
AW00025731,1965-10-31,Female
AW00025732,1971-09-07,Female
AW00025733,1976-05-13,Female
AW00025734,1975-03-09,Male
AW00025735,1966-04-03,Female
AW00025736,1976-09-01,Male
AW00025737,1982-03-13,Male
AW00025738,1965-01-12,Female
AW00025739,1963-12-18,Male
AW00025740,1975-09-19,Female
AW00025741,1975-10-24,Female
AW00025742,1974-08-11,Female
AW00025743,1981-10-08,Male
AW00025744,1975-11-17,Male
AW00025745,1974-12-08,Female
AW00025746,1980-04-22,Female
AW00025747,1975-01-18,Male
AW00025748,1975-02-08,Female
AW00025749,1986-01-30,Female
AW00025750,1974-08-30,Male
AW00025751,1980-01-31,Female
AW00025752,1958-04-24,Female
AW00025753,1957-02-10,Female
AW00025754,1962-11-17,Male
AW00025755,1979-04-21,Male
AW00025756,1979-08-09,Female
AW00025757,1974-01-08,Male
AW00025758,1984-10-01,Female
AW00025759,1979-02-09,Female
AW00025760,1974-06-04,Female
AW00025761,1973-12-11,Female
AW00025762,1973-08-11,Female
AW00025763,1974-05-03,Female
AW00025764,1973-09-14,Female
AW00025765,1974-05-16,Female
AW00025766,1973-09-06,Female
AW00025767,1979-10-19,Female
AW00025768,1967-12-30,Male
AW00025769,1962-12-25,Male
AW00025770,1967-09-20,Male
AW00025771,1961-10-06,Female
AW00025772,1962-05-05,Male
AW00025773,1967-05-21,Male
AW00025774,1972-08-29,Male
AW00025775,1961-11-19,Female
AW00025776,1972-11-10,Male
AW00025777,1971-09-03,Female
AW00025778,1971-09-30,Male
AW00025779,1955-05-13,Male
AW00025780,1949-12-03,Female
AW00025781,1949-08-18,Male
AW00025782,1957-06-30,Male
AW00025783,1952-03-14,Male
AW00025784,1952-06-01,Male
AW00025785,1971-02-08,Male
AW00025786,1958-12-29,Female
AW00025787,1970-09-21,Male
AW00025788,1965-10-04,Female
AW00025789,1959-02-09,Female
AW00025790,1959-03-10,Male
AW00025791,1964-05-23,Male
AW00025792,1958-10-05,Female
AW00025793,1964-08-13,Female
AW00025794,1963-10-21,Female
AW00025795,1958-01-10,Female
AW00025796,1963-03-09,Male
AW00025797,1957-05-07,Male
AW00025798,1956-09-20,Male
AW00025799,1956-09-14,Female
AW00025800,1955-11-16,Female
AW00025801,1955-10-30,Male
AW00025802,1960-11-10,Male
AW00025803,1954-11-06,Male
AW00025804,1960-04-04,Male
AW00025805,1954-10-29,Female
AW00025806,1959-05-03,Male
AW00025807,1953-05-09,Female
AW00025808,1952-10-29,Female
AW00025809,1981-05-25,Male
AW00025810,1986-03-10,Male
AW00025811,1982-01-23,Male
AW00025812,1981-09-12,Female
AW00025813,1981-06-07,Male
AW00025814,1981-04-11,Female
AW00025815,1986-03-21,Female
AW00025816,1981-02-06,Female
AW00025817,1979-05-05,Male
AW00025818,1980-05-07,Male
AW00025819,1979-02-15,Male
AW00025820,1984-11-21,Male
AW00025821,1979-01-13,Female
AW00025822,1984-01-21,Male
AW00025823,1979-01-23,Male
AW00025824,1983-06-22,Male
AW00025825,1977-12-05,Female
AW00025826,1977-10-08,Male
AW00025827,1976-08-29,Female
AW00025828,1981-08-30,Male
AW00025829,1981-03-12,Female
AW00025830,1975-08-29,Male
AW00025831,1976-12-22,Male
AW00025832,1976-09-30,Male
AW00025833,1960-02-05,Female
AW00025834,1954-05-18,Male
AW00025835,1953-06-08,Female
AW00025836,1943-06-18,Male
AW00025837,1943-04-25,Male
AW00025838,1949-02-23,Female
AW00025839,1944-03-05,Male
AW00025840,1943-07-17,Female
AW00025841,1943-09-24,Female
AW00025842,1944-10-07,Male
AW00025843,1944-08-16,Male
AW00025844,1951-10-16,Female
AW00025845,1946-01-10,Male
AW00025846,1946-02-23,Female
AW00025847,1946-06-11,Female
AW00025848,1946-12-09,Male
AW00025849,1947-01-23,Female
AW00025850,1946-09-21,Male
AW00025851,1946-09-11,Male
AW00025852,1953-06-23,Female
AW00025853,1949-01-30,Female
AW00025854,1949-02-06,Male
AW00025855,1948-10-02,Male
AW00025856,1949-11-14,Male
AW00025857,1950-03-05,Female
AW00025858,1951-05-05,Female
AW00025859,1950-12-02,Female
AW00025860,1950-11-24,Male
AW00025861,1950-08-26,Male
AW00025862,1951-03-02,Male
AW00025863,1952-06-01,Female
AW00025864,1951-12-05,Female
AW00025865,1951-11-06,Male
AW00025866,1952-05-09,Male
AW00025867,1952-04-18,Male
AW00025868,1952-05-03,Female
AW00025869,1958-08-06,Male
AW00025870,1953-03-31,Male
AW00025871,1952-12-20,Male
AW00025872,1964-04-12,Female
AW00025873,1952-11-10,Male
AW00025874,1958-08-11,Female
AW00025875,1959-06-09,Female
AW00025876,1953-11-30,Male
AW00025877,1954-06-03,Female
AW00025878,1953-12-07,Female
AW00025879,1953-12-09,Female
AW00025880,1953-11-05,Male
AW00025881,1959-03-19,Female
AW00025882,1954-02-20,Male
AW00025883,1960-01-31,Male
AW00025884,1956-04-17,Male
AW00025885,1961-10-13,Female
AW00025886,1955-11-14,Female
AW00025887,1961-05-20,Male
AW00025888,1961-04-19,Female
AW00025889,1955-11-23,Male
AW00025890,1956-03-14,Female
AW00025891,1956-03-20,Male
AW00025892,1956-09-17,Female
AW00025893,1956-10-23,Female
AW00025894,1956-10-30,Male
AW00025895,1957-09-02,Male
AW00025896,1958-01-31,Female
AW00025897,1958-04-11,Female
AW00025898,1958-05-16,Female
AW00025899,1958-04-03,Female
AW00025900,1957-10-12,Female
AW00025901,1958-05-15,Male
AW00025902,1958-01-03,Male
AW00025903,1957-11-20,Male
AW00025904,1959-05-15,Male
AW00025905,1964-11-21,Male
AW00025906,1949-09-30,Female
AW00025907,1950-02-21,Female
AW00025908,1984-09-19,Female
AW00025909,1984-12-02,Male
AW00025910,1985-03-17,Female
AW00025911,1983-09-30,Female
AW00025912,1952-12-19,Male
AW00025913,1958-08-06,Male
AW00025914,1983-09-29,Male
AW00025915,1983-11-06,Female
AW00025916,1984-01-10,Female
AW00025917,1983-09-22,Male
AW00025918,1951-08-10,Female
AW00025919,1957-10-30,Female
AW00025920,1951-12-15,Male
AW00025921,1958-09-16,Male
AW00025922,1953-03-13,Female
AW00025923,1959-02-19,Male
AW00025924,1984-05-19,Female
AW00025925,1983-05-02,Female
AW00025926,1959-09-12,Male
AW00025927,1954-06-03,Female
AW00025928,1953-12-06,Male
AW00025929,1983-03-25,Female
AW00025930,1983-01-07,Male
AW00025931,1983-02-07,Male
AW00025932,1983-05-25,Male
AW00025933,1982-12-03,Male
AW00025934,1983-03-23,Male
AW00025935,1954-09-15,Female
AW00025936,1960-10-23,Female
AW00025937,1960-04-18,Male
AW00025938,1955-04-21,Male
AW00025939,1961-10-20,Male
AW00025940,1957-02-10,Male
AW00025941,1956-11-13,Female
AW00025942,1985-07-16,Female
AW00025943,1984-08-02,Female
AW00025944,1958-04-17,Male
AW00025945,1957-08-16,Male
AW00025946,1964-03-19,Female
AW00025947,1960-04-11,Male
AW00025948,1965-05-06,Female
AW00025949,1959-07-18,Female
AW00025950,1980-12-23,Male
AW00025951,1986-03-15,Male
AW00025952,1980-11-18,Male
AW00025953,1981-05-10,Male
AW00025954,1981-02-06,Male
AW00025955,1980-11-12,Female
AW00025956,1980-06-18,Male
AW00025957,1982-01-07,Female
AW00025958,1961-09-08,Male
AW00025959,1982-05-10,Female
AW00025960,1962-12-03,Male
AW00025961,1962-09-24,Male
AW00025962,1984-01-25,Female
AW00025963,1980-05-13,Male
AW00025964,1979-08-09,Male
AW00025965,1971-12-20,Female
AW00025966,1971-12-15,Male
AW00025967,1963-03-25,Female
AW00025968,1970-04-08,Male
AW00025969,1969-10-15,Male
AW00025970,1970-03-13,Female
AW00025971,1968-10-05,Female
AW00025972,1969-01-01,Female
AW00025973,1968-09-10,Female
AW00025974,1974-04-01,Male
AW00025975,1968-09-17,Female
AW00025976,1973-10-15,Male
AW00025977,1979-04-20,Female
AW00025978,1931-05-23,Female
AW00025979,1974-01-29,Male
AW00025980,1974-04-06,Female
AW00025981,1969-05-14,Male
AW00025982,1968-10-14,Female
AW00025983,1969-02-18,Male
AW00025984,1969-05-25,Female
AW00025985,1968-11-23,Male
AW00025986,1968-07-23,Female
AW00025987,1978-11-18,Male
AW00025988,1973-01-14,Male
AW00025989,1973-01-14,Male
AW00025990,1968-02-19,Female
AW00025991,1973-03-08,Female
AW00025992,1967-11-09,Female
AW00025993,1977-11-20,Female
AW00025994,1983-03-10,Male
AW00025995,1966-09-30,Male
AW00025996,1967-02-12,Female
AW00025997,1967-05-21,Female
AW00025998,1966-09-01,Male
AW00025999,1965-12-29,Male
AW00026000,1971-10-02,Male
AW00026001,1972-09-21,Male
AW00026002,1973-04-01,Male
AW00026003,1973-05-24,Female
AW00026004,1966-05-08,Female
AW00026005,1966-05-18,Female
AW00026006,1965-04-22,Male
AW00026007,1970-04-04,Male
AW00026008,1970-06-19,Female
AW00026009,1965-03-12,Male
AW00026010,1965-06-21,Female
AW00026011,1970-03-07,Female
AW00026012,1969-08-12,Male
AW00026013,1969-04-17,Female
AW00026014,1963-12-19,Female
AW00026015,1963-10-20,Male
AW00026016,1963-11-06,Male
AW00026017,1963-11-04,Male
AW00026018,1964-01-15,Male
AW00026019,1980-05-01,Male
AW00026020,1980-04-16,Male
AW00026021,1975-01-25,Female
AW00026022,1980-03-31,Female
AW00026023,1974-05-09,Female
AW00026024,1981-10-17,Female
AW00026025,1975-08-15,Female
AW00026026,1972-11-10,Female
AW00026027,1975-06-23,Female
AW00026028,1980-10-10,Female
AW00026029,1977-07-15,Male
AW00026030,1971-04-21,Female
AW00026031,1976-05-23,Female
AW00026032,1976-08-01,Female
AW00026033,1976-07-09,Male
AW00026034,1975-06-24,Female
AW00026035,1980-11-21,Male
AW00026036,1970-04-19,Female
AW00026037,1978-12-15,Male
AW00026038,1984-12-20,Female
AW00026039,1968-01-10,Male
AW00026040,1962-11-21,Female
AW00026041,1963-01-02,Female
AW00026042,1963-04-05,Male
AW00026043,1967-08-05,Female
AW00026044,1972-10-12,Male
AW00026045,1972-12-08,Male
AW00026046,1967-05-15,Female
AW00026047,1961-10-05,Female
AW00026048,1961-06-30,Male
AW00026049,1972-12-01,Male
AW00026050,1962-03-14,Male
AW00026051,1938-06-23,Male
AW00026052,1970-10-22,Female
AW00026053,1976-03-18,Male
AW00026054,1976-01-10,Male
AW00026055,1976-08-16,Male
AW00026056,1971-06-14,Female
AW00026057,1970-08-17,Male
AW00026058,1982-05-21,Female
AW00026059,1971-04-20,Male
AW00026060,1976-11-08,Male
AW00026061,1970-10-16,Male
AW00026062,1970-03-11,Male
AW00026063,1970-01-10,Male
AW00026064,1969-12-18,Male
AW00026065,1975-02-16,Female
AW00026066,1962-01-24,Female
AW00026067,1961-07-22,Female
AW00026068,1967-12-13,Male
AW00026069,1973-03-15,Female
AW00026070,1961-12-31,Male
AW00026071,1961-01-04,Female
AW00026072,1961-01-01,Female
AW00026073,1939-10-09,Female
AW00026074,1969-04-14,Male
AW00026075,1974-04-23,Female
AW00026076,1968-05-12,Female
AW00026077,1968-05-22,Male
AW00026078,1973-05-07,Male
AW00026079,1979-03-09,Male
AW00026080,1968-05-22,Female
AW00026081,1968-02-20,Male
